rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_,提督,909,泉塘,31
2,230449265,ECHO-回声-,提督,1092,泉塘,31
3,32826022,柒玖さん,提督,347,泉塘,29
4,30571987,穆宝321321,提督,474,泉塘,28
5,27660357,酸柚流星Ali,舰长,1101,泉塘,29
6,39863332,枫糖奶油饼,舰长,483,泉塘,28
7,13281308,Andersener,舰长,342,泉塘,27
8,1844901,INH桑,舰长,422,泉塘,27
9,85879758,倾珏子泠雫,舰长,142,泉塘,27
10,4470537,反正什么都没有_语,舰长,1001,泉塘,26
11,187213,我的现任同居小男友,舰长,863,泉塘,26
12,85396059,河豚黑听中___,舰长,392,泉塘,26
13,39276653,sphingo,舰长,843,泉塘,26
14,26117826,F常胜,舰长,623,泉塘,26
15,21930032,Mochizki,舰长,1044,泉塘,26
16,569464277,技术力低下并且待机,舰长,638,泉塘,26
17,241407928,葉月-Hatsuki,舰长,793,泉塘,26
18,5379791,袖白雪qwq,舰长,166,泉塘,26
19,1590686072,o0O彼岸O0o,舰长,891,泉塘,26
20,493738704,给儍子上舰,舰长,346,泉塘,26
21,38002734,我是个憨憨呢,舰长,488,泉塘,25
22,8432843,大交叉-official,舰长,393,泉塘,25
23,3546645272725664,伊娜1na,舰长,498,泉塘,25
24,23053482,祖皇临古今,舰长,386,泉塘,25
25,295541604,樱井小汐,舰长,386,泉塘,25
26,182322636,紫色的夏,舰长,333,泉塘,25
27,262232974,铍栋波炼坡,舰长,225,泉塘,25
28,1033953289,鸿儒之赋,舰长,351,泉塘,25
29,8236427,苏苏苏777,舰长,38,泉塘,25
30,1552867361,HtElysia,舰长,165,泉塘,25
31,15315886,白尘-咒凋,舰长,178,泉塘,25
32,1496522837,泉塘的丛雨,舰长,153,泉塘,25
33,1315517967,YoM0Y,舰长,225,泉塘,24
34,577715370,1topNIKO,舰长,221,泉塘,24
35,527242512,捧瓜猛吃,舰长,177,泉塘,24
36,20755725,夏卓风,舰长,127,泉塘,24
37,441991888,St_range,舰长,211,泉塘,24
38,32139540,吟诗小白,舰长,123,泉塘,24
39,3993827,托兰格海德_Official,舰长,171,泉塘,24
40,71555219,我心水东流,舰长,201,泉塘,24
41,16120966,洛伊德LloydTT,舰长,153,泉塘,24
42,23613722,Matarah_Okina,舰长,123,泉塘,24
43,37111016,龙之啸风,舰长,203,泉塘,24
44,3546711928604807,请您吃拼好饭,舰长,80,泉塘,24
45,399258692,_緒山-まひろ-みはり_,舰长,173,泉塘,24
46,1212405814,菜苟_channel,舰长,122,泉塘,24
47,2189079,呼呼被子,舰长,128,泉塘,24
48,381630126,猫娘萝莉啊啊啊,舰长,122,泉塘,24
49,478153,demkro,舰长,157,泉塘,24
50,411814804,听雪のヒフミ,舰长,68,泉塘,23
51,672572632,惜颜墨舞,舰长,146,泉塘,23
52,476067392,祈小蓝,舰长,74,泉塘,23
53,6895883,千里王,舰长,63,泉塘,23
54,430199449,你们的欧豆桑,舰长,61,泉塘,23
55,15115048,原罪学者GC,舰长,16,泉塘,23
56,275407447,心缘执念,舰长,62,泉塘,23
57,310365520,一般路过幽魂,舰长,61,泉塘,23
58,389324886,苦尽甘来的方糖,舰长,15,泉塘,22
59,4006443,白的熊丶口牙,舰长,33,泉塘,22
60,492342360,她似星辰闯入暗,舰长,32,泉塘,22
61,290303127,゜nameless,舰长,56,泉塘,22
62,296301043,穹尽亿世,舰长,16,泉塘,22
63,628175359,汐伐,舰长,33,泉塘,22
64,354198882,Maximil1an,舰长,33,泉塘,22
65,3546579432639267,究极抱兮瑶兽,舰长,4,泉塘,22
66,457257267,河边的闪光,舰长,33,泉塘,22
67,34481755,球长_,舰长,23,泉塘,22
68,23175320,Ku_Luo_Sang,舰长,2,泉塘,21
69,1925565125,蒙然kila,舰长,9,泉塘,21
70,237733505,云千年-,舰长,1,泉塘,21
71,3546849786989472,放假好好补觉,舰长,8,泉塘,21
72,36823906,Cloud_跟风云玩家,舰长,3,泉塘,21
73,519789594,翌日枭,舰长,3,泉塘,21
74,384824999,时候kitzuki,舰长,3,泉塘,21
75,172386355,大柚子MAX,舰长,5,泉塘,21
76,34859384,飘渺三山外,舰长,14,泉塘,21
77,1719340,害怕被认知,舰长,3,泉塘,21
78,649976501,温温爱哭鬼,舰长,4,泉塘,21
79,66465332,污5呜五伍,舰长,3,泉塘,21
80,3461565871294603,长离人间天使,舰长,1,泉塘,21
81,13114479,杰里米斯,舰长,2,泉塘,21
82,399804096,地龙今天跳龙之舞了吗,舰长,3,泉塘,21
83,20557699,天才少女智乃,舰长,4,泉塘,21
84,505404868,名字真的-难取,舰长,4,泉塘,21
85,3546880778701537,小nameless,舰长,1,泉塘,21
86,1728860,街巷角落の黑猫,舰长,2,泉塘,21
87,660286260,欣曦SinCe,舰长,1,泉塘,21
88,595542571,宵椿奈_Yoi,舰长,3,泉塘,21
89,511209070,星树月,舰长,1,泉塘,21
90,443437509,河里O_o,舰长,1,泉塘,21
91,436216283,我不吃鼠标垫,舰长,7,泉塘,21
92,435693822,一加一咦,舰长,6,泉塘,21
93,36826845,醒梦眠难,舰长,1,泉塘,21
94,3546885837031735,-ALLAH-,舰长,3,泉塘,21
95,3546684890024534,_Nicola_,舰长,2,泉塘,21
96,33886446,一般通过梅林,舰长,2,泉塘,21
97,23757173,闷骚的节操菌,舰长,3,泉塘,21
98,22641533,凹凸曼ultra,舰长,2,泉塘,21
99,178501165,雪碧柠檬茶Reluna,舰长,3,泉塘,21
100,109909180,圆环之理推销员,舰长,30,泉塘,21
