rank,uid,username,type,accompany,medal_name,medal_level
1,230449265,泉门安保部队首席-ECHO,提督,1474,泉皇,49
2,1298744,めいじゃ_,提督,1291,泉皇,48
3,27491672,kro夸,提督,2,泉皇,32
4,289245492,UShineee,提督,23,泉皇,30
5,26537263,账号已注销,舰长,201,泉皇,47
6,32826022,柒玖さん,舰长,721,泉皇,43
7,13281308,Andersener,舰长,583,泉皇,37
8,15315886,白尘-咒凋,舰长,560,泉皇,35
9,524308871,泉门研究所King博士,舰长,231,泉皇,35
10,187213,我的现任同居小男友,舰长,1245,泉皇,35
11,20755725,夏卓风,舰长,509,泉皇,35
12,26117826,F常胜,舰长,1005,泉皇,35
13,50297468,jklasd12,舰长,233,泉皇,34
14,241407928,葉月-Hatsuki0421,舰长,1175,泉皇,34
15,1590686072,o0O彼岸O0o,舰长,1273,泉皇,34
16,493738704,给傻子上舰,舰长,724,泉皇,34
17,513458866,Echo回声___,舰长,751,泉皇,34
18,8432843,大交叉-official,舰长,717,泉皇,34
19,3546711928604807,好饭丿,舰长,462,泉皇,33
20,38002734,我是个憨憨呢,舰长,870,泉皇,33
21,23053482,祖皇临古今,舰长,768,泉皇,33
22,37292690,龙狐狐风夨,舰长,266,泉皇,33
23,3546643745999458,朽川_木,舰长,353,泉皇,33
24,3993827,托兰格海德_Official,舰长,401,泉皇,32
25,1315517967,YoM0Y,舰长,607,泉皇,32
26,413457324,雨宮Hotaru,舰长,410,泉皇,31
27,6920604,Ezzq,舰长,41,泉皇,31
28,3546826321955597,账号已注销,舰长,41,泉皇,31
29,660286260,欣曦SinCe,舰长,383,泉皇,31
30,290141205,大凤suki,舰长,363,泉皇,30
31,499046659,睡得头都掉了,舰长,214,泉皇,30
32,224518493,揽月映星河,舰长,306,泉皇,30
33,595489,polikc,舰长,255,泉皇,30
34,43657743,好想再睡多一会,舰长,192,泉皇,30
35,10094351,愿慈父祝福你,舰长,230,泉皇,30
36,1494437256,荼蘼kiti,舰长,274,泉皇,30
37,302649087,非洲友好人民,舰长,181,泉皇,29
38,31473700,扛-_-住,舰长,214,泉皇,29
39,275407447,心缘执念,舰长,118,泉皇,29
40,39481625,wk哇咔咔wkk,舰长,224,泉皇,29
41,182614014,雪落椛间,舰长,225,泉皇,29
42,12124589,雷伊LT,舰长,231,泉皇,29
43,3546628818471872,贪食魔虫,舰长,181,泉皇,29
44,408250633,快笑大魔王,舰长,124,泉皇,29
45,11451824,东躲西藏的暮暮,舰长,263,泉皇,29
46,23613722,Matarah_Okina,舰长,191,泉皇,29
47,43211028,千千千千心,舰长,239,泉皇,29
48,3546753582238535,暮色Knight,舰长,269,泉皇,29
49,593580552,robin-魏,舰长,208,泉皇,28
50,23217037,八翼-玲珑,舰长,101,泉皇,28
51,23741434,随缘cesium,舰长,106,泉皇,28
52,21212037,暮碎丷,舰长,141,泉皇,28
53,3546968678730055,ECHOArknight,舰长,179,泉皇,28
54,356790143,阿乐u,舰长,117,泉皇,28
55,310365520,一般路过幽魂,舰长,142,泉皇,27
56,1929106525,是星珩捏QWQ,舰长,109,泉皇,27
57,272906014,落樱难平我意,舰长,72,泉皇,27
58,8725115,闪电ROGIE,舰长,102,泉皇,27
59,39438810,打瞌睡の小牛,舰长,42,泉皇,27
60,295026598,加里奥把我补了升六,舰长,86,泉皇,27
61,96807695,天阴焰龙,舰长,102,泉皇,27
62,505991298,邵눈_눈,舰长,42,泉皇,27
63,1274097950,不为所动喵大人,舰长,118,泉皇,26
64,1454109228,Sirius_ash,舰长,119,泉皇,26
65,331343,chxihao,舰长,78,泉皇,26
66,24453976,被称为老年人的kaler,舰长,104,泉皇,26
67,433990488,添柴雨汐,舰长,94,泉皇,26
68,7179493,生活的魔术师,舰长,64,泉皇,26
69,400151955,噬悟道衍姻缘,舰长,56,泉皇,26
70,22693427,冰雪千年,舰长,93,泉皇,26
71,291542350,Jack_Beta,舰长,72,泉皇,26
