rank,uid,username,type,accompany,medal_name,medal_level
1,230449265,自动化苞米ATM-E形,提督,1427,泉皇,49
2,1298744,めいじゃ_,提督,1244,泉皇,47
3,1701888744,浅墨琉璃w,提督,132,泉皇,33
4,26537263,账号已注销,舰长,154,泉皇,47
5,32826022,柒玖さん,舰长,674,泉皇,43
6,30571987,穆宝321321,舰长,793,泉皇,41
7,13281308,Andersener,舰长,536,泉皇,37
8,15315886,白尘-咒凋,舰长,513,泉皇,35
9,524308871,泉门单推KING,舰长,184,泉皇,35
10,187213,我的现任同居小男友,舰长,1198,泉皇,35
11,26117826,F常胜,舰长,958,泉皇,34
12,50297468,jklasd12,舰长,186,泉皇,34
13,21930032,Mochizki,舰长,1379,泉皇,34
14,20755725,夏卓风,舰长,462,泉皇,34
15,1590686072,o0O彼岸O0o,舰长,1226,泉皇,34
16,513458866,Echo回声___,舰长,704,泉皇,34
17,241407928,葉月-Hatsuki0421,舰长,1128,泉皇,34
18,8432843,大交叉-official,舰长,670,泉皇,34
19,493738704,给傻子上舰,舰长,681,泉皇,34
20,38002734,我是个憨憨呢,舰长,823,泉皇,33
21,3546711928604807,请您吃拼好饭,舰长,415,泉皇,33
22,37292690,龙狐狐风夨,舰长,219,泉皇,33
23,23053482,祖皇临古今,舰长,721,泉皇,33
24,3546645272725664,伊娜1na,舰长,833,泉皇,32
25,296301043,穹尽亿世,舰长,323,泉皇,32
26,1315517967,YoM0Y,舰长,560,泉皇,32
27,413457324,雨宮Hotaru,舰长,363,泉皇,31
28,660286260,欣曦SinCe,舰长,336,泉皇,30
29,290141205,大凤suki,舰长,316,泉皇,30
30,16120966,洛伊德LloydTT,舰长,322,泉皇,30
31,3546850317568605,哎呦我天_ber,舰长,85,泉皇,30
32,10094351,愿慈父祝福你,舰长,183,泉皇,29
33,595489,polikc,舰长,208,泉皇,29
34,224518493,揽月映星河,舰长,259,泉皇,29
35,43657743,好想再睡多一会,舰长,145,泉皇,29
36,499046659,睡得头都掉了,舰长,172,泉皇,29
37,1322628,火花-喵,舰长,152,泉皇,28
38,12124589,雷伊LT,舰长,184,泉皇,28
39,11451824,东躲西藏的暮暮,舰长,216,泉皇,28
40,36309448,最近有点无聊,舰长,82,泉皇,28
41,50110410,熊桑阿,舰长,164,泉皇,28
42,43211028,千千千千心,舰长,192,泉皇,28
43,39481625,wk哇咔咔wkk,舰长,177,泉皇,28
44,302649087,非洲友好人民,舰长,134,泉皇,28
45,31473700,扛-_-住,舰长,168,泉皇,28
46,182614014,雪落椛间,舰长,178,泉皇,28
47,593580552,robin-魏,舰长,161,泉皇,28
48,3546628818471872,贪食魔虫,舰长,134,泉皇,27
49,21212037,暮碎丷,舰长,94,泉皇,27
50,796427,Ch1kka,舰长,200,泉皇,27
51,295026598,加里奥把我补了升六,舰长,39,泉皇,26
52,331343,chxihao,舰长,31,泉皇,25
53,526513701,七只猫猫bs,舰长,23,泉皇,25
54,27693476,流舟道人,舰长,53,泉皇,25
55,37895504,在下版本一号,舰长,71,泉皇,25
56,3493115700709615,猫羽雫502,舰长,56,泉皇,24
57,12467608,伯邑烤肉,舰长,25,泉皇,24
58,493937647,白子翎羽,舰长,34,泉皇,24
59,1992783755,李田锁浩二,舰长,41,泉皇,24
60,9042658,灰灰爱吃牛肉饼OwO,舰长,49,泉皇,24
61,481179441,缘起一生彼岸花,舰长,52,泉皇,24
62,132159,寒冰零,舰长,41,泉皇,24
63,22693427,冰雪千年,舰长,46,泉皇,23
