rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_,提督,791,泉塘,31
2,230449265,ECHO-回声-,提督,974,泉塘,31
3,32826022,柒玖さん,提督,229,泉塘,28
4,85879758,珏珏子泠雫,提督,24,泉塘,26
5,1865633553,俺果冻大亨,舰长,320,泉塘,31
6,27660357,流星Ali_画画学习中,舰长,983,泉塘,29
7,39863332,请激推吃块饼干饼,舰长,365,泉塘,28
8,30571987,穆宝321321,舰长,359,泉塘,28
9,1844901,INH桑,舰长,385,泉塘,27
10,13281308,Andersener,舰长,224,泉塘,27
11,33504517,虾籽阳春面_泉宝信徒,舰长,353,泉塘,27
12,100990414,沐竹-星间泉神教,舰长,983,泉塘,26
13,4470537,反正什么都没有_语,舰长,883,泉塘,26
14,187213,我的现任同居小男友,舰长,745,泉塘,26
15,39276653,sphingo,舰长,727,泉塘,26
16,26117826,F常胜,舰长,505,泉塘,26
17,21930032,Mochizki,舰长,926,泉塘,26
18,85396059,河豚黑听中___,舰长,275,泉塘,26
19,241407928,葉月-Hatsuki,舰长,675,泉塘,26
20,1590686072,o0O彼岸O0o,舰长,773,泉塘,26
21,493738704,给傻子上舰,舰长,228,泉塘,26
22,5379791,袖白雪qwq,舰长,57,泉塘,26
23,8432843,大交叉-official,舰长,358,泉塘,25
24,1688280199,星间泉izumi,舰长,468,泉塘,25
25,385860703,五更雪落Yuki,舰长,309,泉塘,25
26,38002734,我是个憨憨呢,舰长,370,泉塘,25
27,3546645272725664,伊娜1na,舰长,380,泉塘,25
28,39012888,Osax冫,舰长,121,泉塘,25
29,44097,Lycerisious_夕,舰长,195,泉塘,25
30,224607521,粥店王老板,舰长,323,泉塘,25
31,182322636,紫色的夏,舰长,238,泉塘,25
32,321081893,凉城-星间泉教徒版,舰长,71,泉塘,25
33,8167154,炉石酒馆丶米乐,舰长,206,泉塘,25
34,23053482,祖皇临古今,舰长,268,泉塘,25
35,295541604,樱井小汐,舰长,268,泉塘,24
36,160803875,三箱辣条压压惊,舰长,282,泉塘,24
37,1033953289,鸿儒之赋,舰长,233,泉塘,24
38,7220745,Juicefff,舰长,169,泉塘,24
39,262232974,铍栋波炼坡,舰长,107,泉塘,24
40,47137568,樱华森优丶,舰长,208,泉塘,24
41,587084,朝月小仙女,舰长,179,泉塘,24
42,1552867361,HtElysia,舰长,67,泉塘,24
43,390825229,Silverlight_银光,舰长,109,泉塘,24
44,13509202,Nanakuya,舰长,114,泉塘,24
45,2671476,水猴籽,舰长,86,泉塘,24
46,56769934,櫻島燈子_Official,舰长,113,泉塘,24
47,6937621,乌托邦的星期九,舰长,130,泉塘,24
48,1496522837,泉塘的丛雨,舰长,57,泉塘,24
49,1041611906,DCOT的修勾,舰长,108,泉塘,23
50,16120966,洛伊德LloydTT,舰长,111,泉塘,23
51,3546842591660693,ymm二号机,舰长,70,泉塘,23
52,15315886,白尘-咒凋,舰长,60,泉塘,23
53,577715370,1topNIKO,舰长,103,泉塘,23
54,2021813,憨咸玉,舰长,106,泉塘,23
55,527559494,爱鸽的原魔菌,舰长,99,泉塘,23
56,441991888,St_range,舰长,93,泉塘,23
57,527242512,捧瓜猛吃,舰长,59,泉塘,23
58,1315517967,YoM0Y,舰长,107,泉塘,23
59,15195322,剑人君,舰长,89,泉塘,23
60,1726002932,辛恩-罗伊,舰长,54,泉塘,23
61,1212405814,菜苟_channel,舰长,78,泉塘,23
62,3993827,托兰格海德_Official,舰长,71,泉塘,23
63,12093827,牛肉吐司饼,舰长,56,泉塘,23
64,96552,Agony子玄,舰长,62,泉塘,23
65,20755725,夏卓风,舰长,76,泉塘,23
66,628870041,酥酥的若弱宝贝穷鬼版,舰长,28,泉塘,23
67,364340253,都说找重口别找片哥,舰长,85,泉塘,23
68,154289065,xwdx,舰长,70,泉塘,23
69,442725234,SakuraYukipsy,舰长,73,泉塘,23
70,429519887,NeG_-康纳,舰长,27,泉塘,23
71,496099752,临水观云起,舰长,44,泉塘,23
72,8179383,DPSDelta_AL,舰长,68,泉塘,22
73,30565793,回转的沙漏,舰长,91,泉塘,22
74,37111016,龙之啸风,舰长,85,泉塘,22
