rank,uid,username,type,accompany,medal_name,medal_level
1,230449265,自动化苞米ATM-E形,提督,1404,泉皇,49
2,1298744,めいじゃ_,提督,1221,泉皇,47
3,1701888744,浅墨琉璃w,提督,109,泉皇,33
4,26537263,账号已注销,舰长,131,泉皇,47
5,32826022,柒玖さん,舰长,651,泉皇,43
6,30571987,穆宝321321,舰长,770,泉皇,41
7,13281308,Andersener,舰长,513,泉皇,37
8,15315886,白尘-咒凋,舰长,490,泉皇,35
9,524308871,泉门单推KING,舰长,161,泉皇,35
10,187213,我的现任同居小男友,舰长,1175,泉皇,35
11,26117826,F常胜,舰长,935,泉皇,34
12,50297468,jklasd12,舰长,163,泉皇,34
13,21930032,Mochizki,舰长,1356,泉皇,34
14,1590686072,o0O彼岸O0o,舰长,1203,泉皇,34
15,20755725,夏卓风,舰长,439,泉皇,34
16,8432843,大交叉-official,舰长,647,泉皇,34
17,241407928,葉月-Hatsuki0421,舰长,1105,泉皇,34
18,493738704,贰时live,舰长,658,泉皇,34
19,32139540,吟诗小白,舰长,389,泉皇,33
20,6895883,千里王,舰长,272,泉皇,33
21,3546711928604807,请您吃拼好饭,舰长,392,泉皇,33
22,38002734,我是个憨憨呢,舰长,800,泉皇,33
23,37292690,龙狐狐风夨,舰长,196,泉皇,33
24,23053482,祖皇临古今,舰长,698,泉皇,33
25,295541604,樱井小汐,舰长,631,泉皇,33
26,3546645272725664,伊娜1na,舰长,810,泉皇,32
27,296301043,穹尽亿世,舰长,300,泉皇,32
28,1315517967,YoM0Y,舰长,537,泉皇,31
29,413457324,雨宮Hotaru,舰长,340,泉皇,31
30,3493116004796675,寒木木喵,舰长,86,泉皇,31
31,660286260,欣曦SinCe,舰长,313,泉皇,30
32,4701207,昏睡若叶筷,舰长,279,泉皇,30
33,3546579432639267,究极抱兮瑶兽,舰长,241,泉皇,30
34,166697233,天使念经,舰长,136,泉皇,30
35,3546850317568605,哎呦我天_ber,舰长,62,泉皇,30
36,290141205,大凤suki,舰长,293,泉皇,30
37,16120966,洛伊德LloydTT,舰长,299,泉皇,30
38,595489,polikc,舰长,185,泉皇,29
39,43657743,好想再睡多一会,舰长,122,泉皇,29
40,10094351,愿慈父祝福你,舰长,160,泉皇,29
41,224518493,揽月映星河,舰长,236,泉皇,29
42,288685142,零夕sweet,舰长,143,泉皇,29
43,499046659,睡得头都掉了,舰长,151,泉皇,28
44,39481625,wk哇咔咔wkk,舰长,154,泉皇,28
45,182614014,雪落椛间,舰长,155,泉皇,28
46,1322628,火花-喵,舰长,129,泉皇,28
47,12124589,雷伊LT,舰长,161,泉皇,28
48,408250633,快笑大魔王,舰长,119,泉皇,28
49,23175320,Kurosang,舰长,78,泉皇,28
50,11451824,东躲西藏的暮暮,舰长,193,泉皇,28
51,43211028,千千千千心,舰长,169,泉皇,28
52,302649087,非洲友好人民,舰长,111,泉皇,28
53,21141395,弑_寂,舰长,108,泉皇,27
54,31473700,扛-_-住,舰长,145,泉皇,27
55,593580552,robin-魏,舰长,138,泉皇,27
56,20779899,一桐一人一,舰长,138,泉皇,27
57,3546628818471872,贪食魔虫,舰长,111,泉皇,27
58,15787975,昆西昆OvI,舰长,111,泉皇,27
59,47262514,青灯沽玖,舰长,111,泉皇,27
60,21212037,暮碎丷,舰长,71,泉皇,26
61,8725115,闪电ROGIE,舰长,78,泉皇,26
62,244324409,Joke依无言,舰长,48,泉皇,26
63,40019362,静语客,舰长,102,泉皇,26
64,693886718,野比十一,舰长,13,泉皇,24
65,424241873,我是咋昂,舰长,59,泉皇,24
66,3493115700709615,猫羽雫502,舰长,33,泉皇,24
67,12467608,伯邑烤肉,舰长,2,泉皇,24
68,149965741,最佳创新中土世界,舰长,46,泉皇,24
69,406685085,弑墨狂欢,舰长,48,泉皇,24
70,2419853,梦竹official,舰长,48,泉皇,24
71,14413853,日落之势,舰长,59,泉皇,23
72,37895504,在下版本一号,舰长,48,泉皇,23
73,479251011,小克斗找妈妈,舰长,49,泉皇,23
74,27693476,流舟道人,舰长,30,泉皇,23
75,144996641,石上黑子,舰长,29,泉皇,23
76,9176342,流光晚榭岂无衣,舰长,13,泉皇,23
77,32257904,全推DD,舰长,12,泉皇,22
78,662885623,半生涤尘,舰长,18,泉皇,22
79,434569079,不守信的未知数,舰长,13,泉皇,22
80,142106854,Ech0inrain,舰长,18,泉皇,22
81,3494374920948088,小塗忘記吃藥,舰长,18,泉皇,22
82,1992783755,李田锁浩二,舰长,18,泉皇,22
83,132159,寒冰零,舰长,18,泉皇,21
84,493937647,白子翎羽,舰长,18,泉皇,21
85,22693427,冰雪千年,舰长,23,泉皇,21
86,11336675,吞星猫猫,舰长,30,泉皇,21
87,11467906,浪漫偏航_,舰长,18,泉皇,21
88,5340772,星火燎原中猫,舰长,18,泉皇,21
89,3546881988757882,玻璃碴子炒鸡蛋,舰长,12,泉皇,21
90,287026945,雪糕不要化,舰长,18,泉皇,21
91,23382627,瓦大喜屲卡密哒,舰长,27,泉皇,21
92,61224854,Lamimimi悠扬吗,舰长,30,泉皇,21
93,395210713,冰泠无沏,舰长,5,泉皇,21
94,1880079,上海豚侠,舰长,18,泉皇,21
95,39015116,西九丶厌风,舰长,5,泉皇,21
96,523827466,是玥涵不是月寒,舰长,15,泉皇,21
97,349557317,黎艾i,舰长,5,泉皇,21
98,4069893,梦羽Official,舰长,12,泉皇,21
99,228712694,煌煌火尞火然,舰长,27,泉皇,21
100,438356165,苍陇-Chronus,舰长,18,泉皇,21
101,4368371,倒放之镜,舰长,18,泉皇,21
102,1473068463,阿水Yran,舰长,12,泉皇,21
103,471231863,神器与灰,舰长,19,泉皇,21
104,287137041,百鬼夜行-起id一直重复,舰长,5,泉皇,21
105,50988225,-_-小埋,舰长,26,泉皇,21
106,481179441,缘起一生彼岸花,舰长,29,泉皇,21
107,28534260,小伞哒哒,舰长,5,泉皇,21
108,473916460,Cinco_K,舰长,30,泉皇,21
109,433990488,添柴雨汐,舰长,28,泉皇,21
110,312717193,凌凌还是好困,舰长,3,泉皇,21
111,107927391,金属簇冰点-C,舰长,29,泉皇,21
112,398132987,戊戌雨和,舰长,5,泉皇,21
113,66834181,听风与我说与你,舰长,3,泉皇,21
114,13672512,㦨䖋灪,舰长,5,泉皇,21
115,109093543,梦华Oneiro_夕Only,舰长,10,泉皇,21
116,9103208,白耗子保护-迫害-协会,舰长,18,泉皇,21
117,471746,玛丽斯图尔特,舰长,18,泉皇,21
