rank,uid,username,type,accompany,medal_name,medal_level
1,230449265,ECHO-回声_,提督,1391,泉皇,49
2,1298744,めいじゃ_,提督,1208,泉皇,47
3,524308871,泉门单推KING,提督,148,泉皇,35
4,1701888744,浅墨琉璃w,提督,96,泉皇,33
5,26537263,账号已注销,舰长,118,泉皇,47
6,32826022,柒玖さん,舰长,638,泉皇,43
7,13281308,Andersener,舰长,500,泉皇,37
8,15315886,白尘-咒凋,舰长,477,泉皇,35
9,187213,我的现任同居小男友,舰长,1162,泉皇,35
10,26117826,F常胜,舰长,922,泉皇,34
11,50297468,jklasd12,舰长,150,泉皇,34
12,21930032,Mochizki,舰长,1343,泉皇,34
13,1590686072,o0O彼岸O0o,舰长,1190,泉皇,34
14,8432843,大交叉-official,舰长,634,泉皇,34
15,513458866,Echo回声___,舰长,687,泉皇,34
16,241407928,葉月-Hatsuki0421,舰长,1092,泉皇,34
17,20755725,夏卓风,舰长,426,泉皇,34
18,493738704,臭鼬刽子手,舰长,645,泉皇,34
19,32139540,吟诗小白,舰长,376,泉皇,33
20,6895883,千里王,舰长,259,泉皇,33
21,38002734,我是个憨憨呢,舰长,787,泉皇,33
22,37292690,龙狐狐风夨,舰长,183,泉皇,33
23,3546711928604807,请您吃拼好饭,舰长,379,泉皇,33
24,23053482,祖皇临古今,舰长,0,泉皇,33
25,295541604,樱井小汐,舰长,0,泉皇,33
26,2035428444,泉宝家の子,舰长,170,泉皇,32
27,3546645272725664,伊娜1na,舰长,797,泉皇,32
28,296301043,穹尽亿世,舰长,287,泉皇,32
29,441991888,St_range,舰长,502,泉皇,32
30,672572632,惜颜墨舞,舰长,445,泉皇,31
31,1315517967,YoM0Y,舰长,524,泉皇,31
32,3493116004796675,寒木木喵,舰长,73,泉皇,31
33,413457324,雨宮Hotaru,舰长,327,泉皇,31
34,3546579432639267,究极抱兮瑶兽,舰长,228,泉皇,30
35,166697233,天使念经,舰长,123,泉皇,30
36,660286260,欣曦SinCe,舰长,300,泉皇,30
37,290141205,大凤suki,舰长,280,泉皇,30
38,4701207,昏睡若叶筷,舰长,266,泉皇,30
39,16120966,洛伊德LloydTT,舰长,286,泉皇,30
40,434557502,咫尺天涯涧,舰长,170,泉皇,29
41,224518493,揽月映星河,舰长,223,泉皇,29
42,595489,polikc,舰长,172,泉皇,29
43,288685142,猫猫就是要被抱着啦,舰长,130,泉皇,29
44,499046659,睡得头都掉了,舰长,138,泉皇,28
45,10094351,愿慈父祝福你,舰长,147,泉皇,28
46,43657743,好想再睡多一会,舰长,109,泉皇,28
47,408250633,快笑大魔王,舰长,106,泉皇,28
48,23175320,Kurosang,舰长,65,泉皇,28
49,43211028,千千千千心,舰长,156,泉皇,28
50,39481625,wk哇咔咔wkk,舰长,141,泉皇,28
51,21141395,弑_寂,舰长,95,泉皇,27
52,31473700,扛-_-住,舰长,132,泉皇,27
53,302649087,非洲友好人民,舰长,98,泉皇,27
54,182614014,雪落椛间,舰长,142,泉皇,27
55,593580552,robin-魏,舰长,125,泉皇,27
56,1322628,火花-喵,舰长,116,泉皇,27
57,12124589,雷伊LT,舰长,148,泉皇,27
58,20779899,一桐一人一,舰长,125,泉皇,27
59,11451824,东躲西藏的暮暮,舰长,180,泉皇,27
60,3546968678730055,ECHOArknight,舰长,143,泉皇,27
61,3546628818471872,贪食魔虫,舰长,98,泉皇,27
62,15787975,昆西昆OvI,舰长,98,泉皇,27
63,47262514,青灯沽玖,舰长,98,泉皇,27
64,8725115,闪电ROGIE,舰长,65,泉皇,26
65,244324409,Joke依无言,舰长,35,泉皇,26
66,21212037,暮碎丷,舰长,58,泉皇,25
67,23499236,天道丨无极,舰长,26,泉皇,25
68,440998359,chl3q,舰长,57,泉皇,24
69,424241873,我是咋昂,舰长,46,泉皇,24
70,149965741,最佳创新中土世界,舰长,33,泉皇,24
71,406685085,弑墨狂欢,舰长,35,泉皇,24
72,647489332,该用户已注销Official,舰长,20,泉皇,24
73,2419853,梦竹official,舰长,35,泉皇,24
74,14413853,日落之势,舰长,46,泉皇,23
75,37895504,在下版本一号,舰长,35,泉皇,23
76,479251011,小克斗找妈妈,舰长,36,泉皇,23
77,144996641,石上黑子,舰长,16,泉皇,23
78,27693476,流舟道人,舰长,17,泉皇,22
79,662885623,半生涤尘,舰长,5,泉皇,22
80,142106854,Ech0inrain,舰长,5,泉皇,22
81,3494374920948088,小塗忘記吃藥,舰长,5,泉皇,22
82,1992783755,李田锁浩二,舰长,5,泉皇,22
83,132159,寒冰零,舰长,5,泉皇,21
84,493937647,白子翎羽,舰长,5,泉皇,21
85,22693427,冰雪千年,舰长,10,泉皇,21
86,11336675,吞星猫猫,舰长,17,泉皇,21
87,11467906,浪漫偏航_,舰长,5,泉皇,21
88,5340772,星火燎原中猫,舰长,5,泉皇,21
89,61224854,Lamimimi悠扬吗,舰长,17,泉皇,21
90,23382627,瓦大喜屲卡密哒,舰长,14,泉皇,21
91,287026945,雪糕不要化,舰长,5,泉皇,21
92,1880079,上海豚侠,舰长,5,泉皇,21
93,228712694,煌煌火尞火然,舰长,14,泉皇,21
94,523827466,是玥涵不是月寒,舰长,2,泉皇,21
95,438356165,苍陇-Chronus,舰长,5,泉皇,21
96,471231863,神器与灰,舰长,6,泉皇,21
