rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_泉泉专属,提督,551,泉塘,31
2,1865633553,俺果冻大亨,提督,80,泉塘,30
3,230449265,ECHO-回声-,提督,734,泉塘,30
4,27660357,泉泉家の流星Ali,提督,743,泉塘,29
5,39863332,请激推吃块饼干饼,提督,125,泉塘,27
6,1844901,INH桑,提督,151,泉塘,27
7,30571987,穆宝321321,提督,119,泉塘,27
8,33504517,虾籽阳春面,提督,117,泉塘,26
9,513458866,Echo回声___,提督,306,泉塘,26
10,3546643745999458,是小号-,提督,5,泉塘,26
11,6212286,石头仙人抚我顶,提督,217,泉塘,26
12,21642483,雪夜絮语,提督,6,泉塘,25
13,9103707,泉泉家の柒佑KeyU,舰长,591,泉塘,26
14,32468802,幸运の修猫咪,舰长,579,泉塘,26
15,85738411,盼土豆逃离的修狗勾,舰长,617,泉塘,26
16,3920056,雪野夜时音,舰长,352,泉塘,26
17,187213,我的现任同居小男友,舰长,529,泉塘,26
18,100990414,沐竹-星间泉神教,舰长,743,泉塘,26
19,4470537,反正什么都没有_语,舰长,643,泉塘,26
20,39276653,sphingo,舰长,487,泉塘,26
21,21930032,Mochizki,舰长,686,泉塘,26
22,569464277,技术力低下并且待机,舰长,401,泉塘,26
23,487446531,-喜欢歌势的天海OvO-,舰长,591,泉塘,25
24,241407928,葉月-Hatsuki,舰长,435,泉塘,25
25,13619261,药王desu,舰长,165,泉塘,25
26,26117826,F常胜,舰长,265,泉塘,25
27,1590686072,o0O彼岸O0o,舰长,533,泉塘,25
28,455213092,爱吃芒果的Daydreamer,舰长,285,泉塘,25
29,15571,Einzithy,舰长,306,泉塘,25
30,8432843,大交叉-official,舰长,118,泉塘,25
31,2003512509,恆星製夢观测站,舰长,389,泉塘,25
32,10853233,诗乃酱赛高qaq,舰长,408,泉塘,25
33,3494360240884421,寒山八百仞,舰长,389,泉塘,25
34,32773100,红炽灯,舰长,150,泉塘,24
35,2042392251,鹭玖鸢_stargaze,舰长,163,泉塘,24
36,5247626,玉羽伝韵,舰长,219,泉塘,24
37,229119621,B8llon神仙鱼,舰长,114,泉塘,24
38,32327404,彩虹米饭,舰长,203,泉塘,24
39,1688280199,星间泉channel,舰长,228,泉塘,24
40,796427,Ch1kka,舰长,159,泉塘,24
41,38002734,我是个憨憨呢,舰长,133,泉塘,23
42,114035992,M冯里希特霍芬,舰长,140,泉塘,23
43,3546645272725664,尹娜1na,舰长,140,泉塘,23
44,252697075,修罗店主,舰长,95,泉塘,23
45,2826543,粽里寻她千百度,舰长,118,泉塘,23
46,337891,love小唧love,舰长,87,泉塘,23
47,385860703,五更雪落,舰长,69,泉塘,23
48,295562873,质量与引力呈正比,舰长,100,泉塘,23
49,4792808,san值直线下降的真寻,舰长,97,泉塘,23
50,16936653,星糯Sinno,舰长,32,泉塘,23
51,71538271,Artorias_wr,舰长,31,泉塘,23
52,85396059,河豚黑听中___,舰长,35,泉塘,23
53,22941517,子夜寄君書-,舰长,41,泉塘,23
54,44987344,初见Yui,舰长,41,泉塘,23
55,3546658994391044,在世界角落注视你,舰长,79,泉塘,22
56,224607521,粥店王老板,舰长,83,泉塘,22
57,16653188,粉红玻璃心M4,舰长,68,泉塘,22
58,413457324,雨宮Hotaru,舰长,88,泉塘,22
59,2145525339,邶瑾,舰长,37,泉塘,22
60,9565962,猫娘才不萌呢,舰长,30,泉塘,22
61,100406452,Umemi_,舰长,46,泉塘,22
62,5845346,未来咕咕咕,舰长,36,泉塘,22
63,1624845951,羽生南_minami,舰长,36,泉塘,22
64,284544819,乖一点就奶你,舰长,42,泉塘,22
65,3546711182019483,奈龙今天吃什么,舰长,54,泉塘,22
66,26106682,自然の人,舰长,32,泉塘,22
67,451171905,像风失速,舰长,39,泉塘,22
68,361465369,冬诗朔,舰长,23,泉塘,22
69,7874858,Fika_a,舰长,39,泉塘,22
70,23053482,祖皇临古今,舰长,28,泉塘,22
71,182322636,紫色的夏,舰长,19,泉塘,22
72,13281308,Andersener,舰长,1,泉塘,22
73,395869643,Oooverlord,舰长,42,泉塘,22
74,3494380247713863,新一天开始2,舰长,43,泉塘,22
75,264451105,绘壹心JoyfulHeart,舰长,45,泉塘,22
76,37495573,天子の桃子,舰长,40,泉塘,22
77,1600883,啪啦啪啦丁,舰长,41,泉塘,22
78,295541604,樱井小汐,舰长,39,泉塘,22
79,384405675,丛雨の爱能止痛,舰长,42,泉塘,22
80,8971898,无瑕之人_爱莉希雅,舰长,39,泉塘,22
81,378426638,对阿福说早安,舰长,37,泉塘,22
82,30565793,回转的沙漏,舰长,37,泉塘,22
83,160803875,三箱辣条压压惊,舰长,42,泉塘,22
84,1394130,钻石粉尘,舰长,3,泉塘,22
85,37292690,龙狐狐风夨,舰长,25,泉塘,21
86,301724620,江疏影九渡河村,舰长,4,泉塘,21
87,36410543,蜜汁春卷,舰长,9,泉塘,21
88,8167154,炉石酒馆丶米乐,舰长,7,泉塘,21
89,3546718658365568,雷泽灵海,舰长,24,泉塘,21
90,20358054,桜の律,舰长,3,泉塘,21
91,138150438,Felix_I,舰长,26,泉塘,21
92,1993517984,流年绘星河,舰长,7,泉塘,21
93,623355806,舰舰子与普普鸭,舰长,4,泉塘,21
94,1762132,奇Kiseki,舰长,7,泉塘,21
95,1702685,饿货拒绝奥利奥,舰长,3,泉塘,21
96,3493114916375190,辻蒼朱彼華,舰长,4,泉塘,21
97,16120966,洛伊德LloydTT,舰长,4,泉塘,21
98,202181646,三夜三秋,舰长,9,泉塘,21
99,473241752,奇妙的白给只旅,舰长,23,泉塘,21
100,320307612,昊辰143QwQ,舰长,24,泉塘,21
101,7179493,生活的魔术师,舰长,5,泉塘,21
102,47137568,樱华森优丶,舰长,4,泉塘,21
103,408250633,快笑大魔王,舰长,2,泉塘,21
104,351403389,深梦呢喃,舰长,18,泉塘,21
105,160505,夏椰子,舰长,9,泉塘,21
106,296695126,北往南忆,舰长,3,泉塘,21
107,429985455,牙鬼树,舰长,9,泉塘,21
108,10786029,不Dark的法师,舰长,8,泉塘,21
109,9895796,临晓风铃,舰长,31,泉塘,21
110,85381310,五月的神秘,舰长,2,泉塘,21
111,77579930,诗晓露,舰长,8,泉塘,21
112,543782224,lol17229,舰长,10,泉塘,21
113,488216129,凛凛凛耐,舰长,23,泉塘,21
114,46932450,北境_苍潭,舰长,8,泉塘,21
115,434564680,瑕白,舰长,9,泉塘,21
116,40992251,緣梦君,舰长,25,泉塘,21
117,37076122,Exew,舰长,6,泉塘,21
118,3662200,无火之烬,舰长,5,泉塘,21
119,35368590,卡哇伊的saber,舰长,7,泉塘,21
120,353321471,语暮梦竹,舰长,5,泉塘,21
121,3493285660199559,艾莉诺Eleanor,舰长,25,泉塘,21
122,3493120073271864,eee6666dd,舰长,7,泉塘,21
123,3422997,奈咪_NightMi,舰长,3,泉塘,21
